"Species","Patrol","SpeciesAnal","Site","TwigCodeNoPatrol","SaplingCodeNoPatrol","SaplingCodeUnique","TwigCodeUnique","TwigArea_sum_AC","TwigArea_sum_BD","TwigHerbivory_sum_AC","TwigHerbivory_sum_BD","TwigHerbProp_AC","TwigHerbProp_BD","StartEndDiff_AC","StartEndDiff_BD","PatrolGroup","TwigHerbProp_combined"
"SP3","A","Dysoxylum_arborescens","KAK","KAK_Dysoxylum_arborescens_4CN1_White","KAK_Dysoxylum_arborescens_4CN1","KAK_Dysoxylum_arborescens_4CN1_A","KAK_Dysoxylum_arborescens_4CN1_White_A",1343.29267,NA,65.99722,NA,0.049130931,0,NA,NA,"AC",0.049130931
"SP5","D","Quercus_robur","LAK","LAK_Quercus_robur_3CN1_Red","LAK_Quercus_robur_3CN1","LAK_Quercus_robur_3CN1_D","LAK_Quercus_robur_3CN1_Red_D",NA,349.28,NA,1.554,0,0.004449153,NA,0.004449153,"DB",0.004449153
"SP1","C","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._1CN1_Blue","DRO_Dysoxylum_sp._1CN1","DRO_Dysoxylum_sp._1CN1_C","DRO_Dysoxylum_sp._1CN1_Blue_C",861.80261,NA,42.47321,NA,0.049284151,0,NA,NA,"AC",0.049284151
"SP5","B","Quercus_robur","LAK","LAK_Quercus_robur_3CN1_White","LAK_Quercus_robur_3CN1","LAK_Quercus_robur_3CN1_B","LAK_Quercus_robur_3CN1_White_B",NA,178.95151,NA,5.01881,0,0.028045642,NA,0.026319611,"DB",0.028045642
"SP3","A","Dysoxylum_arborescens","KAK","KAK_Dysoxylum_arborescens_5CN1_Blue","KAK_Dysoxylum_arborescens_5CN1","KAK_Dysoxylum_arborescens_5CN1_A","KAK_Dysoxylum_arborescens_5CN1_Blue_A",811.88694,NA,40.01906,NA,0.04929142,0,NA,NA,"AC",0.04929142
"SP5","D","Quercus_robur","LAK","LAK_Quercus_robur_3CN1_White","LAK_Quercus_robur_3CN1","LAK_Quercus_robur_3CN1_D","LAK_Quercus_robur_3CN1_White_D",NA,263.96,NA,4.367,0,0.016544173,NA,0.015949173,"DB",0.016544173
"SP3","C","Dysoxylum_arborescens","KAK","KAK_Dysoxylum_arborescens_2CN1_White","KAK_Dysoxylum_arborescens_2CN1","KAK_Dysoxylum_arborescens_2CN1_C","KAK_Dysoxylum_arborescens_2CN1_White_C",729.25487,NA,36.00309,NA,0.049369694,0,NA,NA,"AC",0.049369694
"SP5","B","Quercus_robur","LAK","LAK_Quercus_robur_4CN1_Blue","LAK_Quercus_robur_4CN1","LAK_Quercus_robur_4CN1_B","LAK_Quercus_robur_4CN1_Blue_B",NA,178.32678,NA,6.28867,0,0.035264866,NA,0.035264866,"DB",0.035264866
"SP6","A","Celtis_latifolia","KAK","KAK_Celtis_latifolia_5CN1_Red","KAK_Celtis_latifolia_5CN1","KAK_Celtis_latifolia_5CN1_A","KAK_Celtis_latifolia_5CN1_Red_A",422.25655,NA,20.94259,NA,0.049596839,0,NA,NA,"AC",0.049596839
"SP5","D","Quercus_robur","LAK","LAK_Quercus_robur_4CN1_Blue","LAK_Quercus_robur_4CN1","LAK_Quercus_robur_4CN1_D","LAK_Quercus_robur_4CN1_Blue_D",NA,186.765,NA,3.95,0,0.021149573,NA,0.019963908,"DB",0.021149573
"SP3","A","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _1CN1_White","DRO_Cryptocarya sp. _1CN1","DRO_Cryptocarya sp. _1CN1_A","DRO_Cryptocarya sp. _1CN1_White_A",575.20209,NA,28.68575,NA,0.049870733,0,NA,NA,"AC",0.049870733
"SP5","B","Quercus_robur","LAK","LAK_Quercus_robur_4CN1_Red","LAK_Quercus_robur_4CN1","LAK_Quercus_robur_4CN1_B","LAK_Quercus_robur_4CN1_Red_B",NA,198.92215,NA,12.65848,0,0.063635347,NA,0.062728347,"DB",0.063635347
"SP6","C","Celtis_latifolia","KAK","KAK_Celtis_latifolia_4CN1_Blue","KAK_Celtis_latifolia_4CN1","KAK_Celtis_latifolia_4CN1_C","KAK_Celtis_latifolia_4CN1_Blue_C",636.46611,NA,31.78289,NA,0.0499365,0,NA,NA,"AC",0.0499365
"SP5","D","Quercus_robur","LAK","LAK_Quercus_robur_4CN1_Red","LAK_Quercus_robur_4CN1","LAK_Quercus_robur_4CN1_D","LAK_Quercus_robur_4CN1_Red_D",NA,200.653,NA,8.328,0,0.041504488,NA,0.040800488,"DB",0.041504488
"SP2","A","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_1CN1_White","DRO_Cleistanthus _myrianthus_1CN1","DRO_Cleistanthus _myrianthus_1CN1_A","DRO_Cleistanthus _myrianthus_1CN1_White_A",1109.65335,NA,55.64462,NA,0.050145949,0,NA,NA,"AC",0.050145949
"SP5","B","Quercus_robur","LAK","LAK_Quercus_robur_4CN1_White","LAK_Quercus_robur_4CN1","LAK_Quercus_robur_4CN1_B","LAK_Quercus_robur_4CN1_White_B",NA,218.97494,NA,11.30401,0,0.051622391,NA,0.051030391,"DB",0.051622391
"SP6","C","Celtis_latifolia","KAK","KAK_Celtis_latifolia_3CN1_White","KAK_Celtis_latifolia_3CN1","KAK_Celtis_latifolia_3CN1_C","KAK_Celtis_latifolia_3CN1_White_C",735.14406,NA,36.88367,NA,0.05017203,0,NA,NA,"AC",0.05017203
"SP5","D","Quercus_robur","LAK","LAK_Quercus_robur_4CN1_White","LAK_Quercus_robur_4CN1","LAK_Quercus_robur_4CN1_D","LAK_Quercus_robur_4CN1_White_D",NA,218.048,NA,8.063,0,0.036978097,NA,0.035688561,"DB",0.036978097
"SP3","C","Dysoxylum_arborescens","KAK","KAK_Dysoxylum_arborescens_4CN1_Red","KAK_Dysoxylum_arborescens_4CN1","KAK_Dysoxylum_arborescens_4CN1_C","KAK_Dysoxylum_arborescens_4CN1_Red_C",949.97386,NA,47.83609,NA,0.050355165,0,NA,NA,"AC",0.050355165
"SP5","B","Quercus_robur","LAK","LAK_Quercus_robur_5CN1_Blue","LAK_Quercus_robur_5CN1","LAK_Quercus_robur_5CN1_B","LAK_Quercus_robur_5CN1_Blue_B",NA,168.98307,NA,9.96395,0,0.058964191,NA,0.058964191,"DB",0.058964191
"SP2","A","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_1CN1_Red","DRO_Cleistanthus _myrianthus_1CN1","DRO_Cleistanthus _myrianthus_1CN1_A","DRO_Cleistanthus _myrianthus_1CN1_Red_A",1115.93113,NA,56.52721,NA,0.050654748,0,NA,NA,"AC",0.050654748
"SP5","D","Quercus_robur","LAK","LAK_Quercus_robur_5CN1_Blue","LAK_Quercus_robur_5CN1","LAK_Quercus_robur_5CN1_D","LAK_Quercus_robur_5CN1_Blue_D",NA,170.663,NA,7.867,0,0.046096693,NA,0.046096693,"DB",0.046096693
"SP4","C","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_3CN1_White","EUC_Eucalyptus_tereticornis_3CN1","EUC_Eucalyptus_tereticornis_3CN1_C","EUC_Eucalyptus_tereticornis_3CN1_White_C",154.93174,NA,7.92747,NA,0.051167501,0,NA,NA,"AC",0.051167501
"SP5","B","Quercus_robur","LAK","LAK_Quercus_robur_5CN1_Red","LAK_Quercus_robur_5CN1","LAK_Quercus_robur_5CN1_B","LAK_Quercus_robur_5CN1_Red_B",NA,133.78983,NA,9.93621,0,0.074267304,NA,0.073988304,"DB",0.074267304
"SP3","C","Dysoxylum_arborescens","KAK","KAK_Dysoxylum_arborescens_5CN1_Red","KAK_Dysoxylum_arborescens_5CN1","KAK_Dysoxylum_arborescens_5CN1_C","KAK_Dysoxylum_arborescens_5CN1_Red_C",815.55949,NA,41.93612,NA,0.051420063,0,NA,NA,"AC",0.051420063
"SP5","D","Quercus_robur","LAK","LAK_Quercus_robur_5CN1_Red","LAK_Quercus_robur_5CN1","LAK_Quercus_robur_5CN1_D","LAK_Quercus_robur_5CN1_Red_D",NA,129.593,NA,10.84,0,0.083646493,NA,0.083228493,"DB",0.083646493
"SP2","C","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_4CN1_Blue","DRO_Cleistanthus _myrianthus_4CN1","DRO_Cleistanthus _myrianthus_4CN1_C","DRO_Cleistanthus _myrianthus_4CN1_Blue_C",920.61098,NA,47.53416,NA,0.051633275,0,NA,NA,"AC",0.051633275
"SP5","B","Quercus_robur","LAK","LAK_Quercus_robur_5CN1_White","LAK_Quercus_robur_5CN1","LAK_Quercus_robur_5CN1_B","LAK_Quercus_robur_5CN1_White_B",NA,170.95435,NA,12.30641,0,0.071986527,NA,0.071714527,"DB",0.071986527
"SP3","A","Dysoxylum_arborescens","KAK","KAK_Dysoxylum_arborescens_1CN1_White","KAK_Dysoxylum_arborescens_1CN1","KAK_Dysoxylum_arborescens_1CN1_A","KAK_Dysoxylum_arborescens_1CN1_White_A",863.15043,NA,44.88215,NA,0.051998062,0,NA,NA,"AC",0.051998062
"SP5","D","Quercus_robur","LAK","LAK_Quercus_robur_5CN1_White","LAK_Quercus_robur_5CN1","LAK_Quercus_robur_5CN1_D","LAK_Quercus_robur_5CN1_White_D",NA,167.513,NA,7.572,0,0.045202462,NA,0.044769462,"DB",0.045202462
"SP3","A","Dysoxylum_arborescens","KAK","KAK_Dysoxylum_arborescens_3CN1_Blue","KAK_Dysoxylum_arborescens_3CN1","KAK_Dysoxylum_arborescens_3CN1_A","KAK_Dysoxylum_arborescens_3CN1_Blue_A",1152.36411,NA,60.44231,NA,0.052450705,0,NA,NA,"AC",0.052450705
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_1CN1_Blue","LAK_Tilia_cordata_1CN1","LAK_Tilia_cordata_1CN1_B","LAK_Tilia_cordata_1CN1_Blue_B",NA,374.8205,NA,14.70252,0,0.039225496,NA,0.039225496,"DB",0.039225496
"SP2","C","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_3CN1_White","DRO_Cleistanthus _myrianthus_3CN1","DRO_Cleistanthus _myrianthus_3CN1_C","DRO_Cleistanthus _myrianthus_3CN1_White_C",565.12336,NA,29.65534,NA,0.05247587,0,NA,NA,"AC",0.05247587
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_1CN1_Blue","LAK_Tilia_cordata_1CN1","LAK_Tilia_cordata_1CN1_D","LAK_Tilia_cordata_1CN1_Blue_D",NA,235.238,NA,11.485,0,0.048822894,NA,0.048027894,"DB",0.048822894
"SP6","C","Celtis_latifolia","KAK","KAK_Celtis_latifolia_2CN1_Red","KAK_Celtis_latifolia_2CN1","KAK_Celtis_latifolia_2CN1_C","KAK_Celtis_latifolia_2CN1_Red_C",837.19126,NA,43.97365,NA,0.052525214,0,NA,NA,"AC",0.052525214
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_1CN1_Red","LAK_Tilia_cordata_1CN1","LAK_Tilia_cordata_1CN1_B","LAK_Tilia_cordata_1CN1_Red_B",NA,360.36944,NA,7.10711,0,0.019721733,NA,0.019721733,"DB",0.019721733
"SP3","A","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _4CN1_White","DRO_Cryptocarya sp. _4CN1","DRO_Cryptocarya sp. _4CN1_A","DRO_Cryptocarya sp. _4CN1_White_A",897.28498,NA,47.26595,NA,0.052676631,0,NA,NA,"AC",0.052676631
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_1CN1_Red","LAK_Tilia_cordata_1CN1","LAK_Tilia_cordata_1CN1_D","LAK_Tilia_cordata_1CN1_Red_D",NA,590.216,NA,52.079,0,0.088237188,NA,0.08715879,"DB",0.088237188
"SP2","A","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_3CN1_Blue","DRO_Cleistanthus _myrianthus_3CN1","DRO_Cleistanthus _myrianthus_3CN1_A","DRO_Cleistanthus _myrianthus_3CN1_Blue_A",984.27756,NA,51.87826,NA,0.052706942,0,NA,NA,"AC",0.052706942
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_1CN1_White","LAK_Tilia_cordata_1CN1","LAK_Tilia_cordata_1CN1_B","LAK_Tilia_cordata_1CN1_White_B",NA,381.8597,NA,3.36613,0,0.008815096,NA,0.008815096,"DB",0.008815096
"SP3","A","Dysoxylum_arborescens","KAK","KAK_Dysoxylum_arborescens_5CN1_Red","KAK_Dysoxylum_arborescens_5CN1","KAK_Dysoxylum_arborescens_5CN1_A","KAK_Dysoxylum_arborescens_5CN1_Red_A",790.76361,NA,41.79955,NA,0.052859729,0,NA,NA,"AC",0.052859729
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_1CN1_White","LAK_Tilia_cordata_1CN1","LAK_Tilia_cordata_1CN1_D","LAK_Tilia_cordata_1CN1_White_D",NA,389.868,NA,0,0,0,NA,0,"DB",NA
"SP6","C","Celtis_latifolia","KAK","KAK_Celtis_latifolia_3CN1_Red","KAK_Celtis_latifolia_3CN1","KAK_Celtis_latifolia_3CN1_C","KAK_Celtis_latifolia_3CN1_Red_C",576.71478,NA,30.74275,NA,0.05330668,0,NA,NA,"AC",0.05330668
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_2CN1_Blue","LAK_Tilia_cordata_2CN1","LAK_Tilia_cordata_2CN1_B","LAK_Tilia_cordata_2CN1_Blue_B",NA,374.26591,NA,12.19718,0,0.03258961,NA,0.031222009,"DB",0.03258961
"SP3","A","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _5CN1_White","DRO_Cryptocarya sp. _5CN1","DRO_Cryptocarya sp. _5CN1_A","DRO_Cryptocarya sp. _5CN1_White_A",538.01778,NA,28.80147,NA,0.053532562,0,NA,NA,"AC",0.053532562
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_2CN1_Blue","LAK_Tilia_cordata_2CN1","LAK_Tilia_cordata_2CN1_D","LAK_Tilia_cordata_2CN1_Blue_D",NA,389.868,NA,3.63407,0,0.009321283,NA,0.008156374,"DB",0.009321283
"SP7","C","Endiandra_leptodendron","DRO","DRO_Endiandra_leptodendron_3CN1_White","DRO_Endiandra_leptodendron_3CN1","DRO_Endiandra_leptodendron_3CN1_C","DRO_Endiandra_leptodendron_3CN1_White_C",612.62592,NA,32.92638,NA,0.053746306,0,NA,NA,"AC",0.053746306
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_2CN1_Red","LAK_Tilia_cordata_2CN1","LAK_Tilia_cordata_2CN1_B","LAK_Tilia_cordata_2CN1_Red_B",NA,358.86377,NA,5.48727,0,0.015290677,NA,0.014585677,"DB",0.015290677
"SP2","A","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_4CN1_Red","DRO_Cleistanthus _myrianthus_4CN1","DRO_Cleistanthus _myrianthus_4CN1_A","DRO_Cleistanthus _myrianthus_4CN1_Red_A",1090.75521,NA,58.63483,NA,0.053756177,0,NA,NA,"AC",0.053756177
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_2CN1_Red","LAK_Tilia_cordata_2CN1","LAK_Tilia_cordata_2CN1_D","LAK_Tilia_cordata_2CN1_Red_D",NA,389.868,NA,47.84505,0,0.122721152,NA,0.122721152,"DB",0.122721152
"SP6","A","Celtis_latifolia","KAK","KAK_Celtis_latifolia_4CN1_Blue","KAK_Celtis_latifolia_4CN1","KAK_Celtis_latifolia_4CN1_A","KAK_Celtis_latifolia_4CN1_Blue_A",342.04714,NA,18.38993,NA,0.053764314,0,NA,NA,"AC",0.053764314
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_2CN1_White","LAK_Tilia_cordata_2CN1","LAK_Tilia_cordata_2CN1_B","LAK_Tilia_cordata_2CN1_White_B",NA,385.50039,NA,5.38092,0,0.013958274,NA,0.010063596,"DB",0.013958274
"SP3","C","Dysoxylum_arborescens","KAK","KAK_Dysoxylum_arborescens_5CN1_White","KAK_Dysoxylum_arborescens_5CN1","KAK_Dysoxylum_arborescens_5CN1_C","KAK_Dysoxylum_arborescens_5CN1_White_C",956.15077,NA,51.46953,NA,0.053829931,0,NA,NA,"AC",0.053829931
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_2CN1_White","LAK_Tilia_cordata_2CN1","LAK_Tilia_cordata_2CN1_D","LAK_Tilia_cordata_2CN1_White_D",NA,389.868,NA,10.98563,0,0.028177819,NA,0.028177819,"DB",0.028177819
"SP3","A","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _1CN1_Blue","DRO_Cryptocarya sp. _1CN1","DRO_Cryptocarya sp. _1CN1_A","DRO_Cryptocarya sp. _1CN1_Blue_A",646.16906,NA,34.8369,NA,0.053912981,0,NA,NA,"AC",0.053912981
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_3CN1_Blue","LAK_Tilia_cordata_3CN1","LAK_Tilia_cordata_3CN1_B","LAK_Tilia_cordata_3CN1_Blue_B",NA,425.25922,NA,8.42881,0,0.019820405,NA,0.019156405,"DB",0.019820405
"SP6","A","Celtis_latifolia","KAK","KAK_Celtis_latifolia_2CN1_Blue","KAK_Celtis_latifolia_2CN1","KAK_Celtis_latifolia_2CN1_A","KAK_Celtis_latifolia_2CN1_Blue_A",453.5287,NA,24.49016,NA,0.053999141,0,NA,NA,"AC",0.053999141
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_3CN1_Blue","LAK_Tilia_cordata_3CN1","LAK_Tilia_cordata_3CN1_D","LAK_Tilia_cordata_3CN1_Blue_D",NA,419.4042,NA,3.72554,0,0.008882934,NA,0.008882934,"DB",0.008882934
"SP3","A","Dysoxylum_arborescens","KAK","KAK_Dysoxylum_arborescens_1CN1_Blue","KAK_Dysoxylum_arborescens_1CN1","KAK_Dysoxylum_arborescens_1CN1_A","KAK_Dysoxylum_arborescens_1CN1_Blue_A",619.67187,NA,33.51599,NA,0.054086673,0,NA,NA,"AC",0.054086673
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_3CN1_Red","LAK_Tilia_cordata_3CN1","LAK_Tilia_cordata_3CN1_B","LAK_Tilia_cordata_3CN1_Red_B",NA,375.53656,NA,9.26962,0,0.024683669,NA,0.023750669,"DB",0.024683669
"SP6","C","Celtis_latifolia","KAK","KAK_Celtis_latifolia_1CN1_White","KAK_Celtis_latifolia_1CN1","KAK_Celtis_latifolia_1CN1_C","KAK_Celtis_latifolia_1CN1_White_C",622.96029,NA,33.71818,NA,0.054125729,0,NA,NA,"AC",0.054125729
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_3CN1_Red","LAK_Tilia_cordata_3CN1","LAK_Tilia_cordata_3CN1_D","LAK_Tilia_cordata_3CN1_Red_D",NA,343.6164,NA,24.8695,0,0.072375766,NA,0.071754766,"DB",0.072375766
"SP1","C","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._3CN1_Blue","DRO_Dysoxylum_sp._3CN1","DRO_Dysoxylum_sp._3CN1_C","DRO_Dysoxylum_sp._3CN1_Blue_C",534.26919,NA,28.92932,NA,0.054147461,0,NA,NA,"AC",0.054147461
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_3CN1_White","LAK_Tilia_cordata_3CN1","LAK_Tilia_cordata_3CN1_B","LAK_Tilia_cordata_3CN1_White_B",NA,369.34579,NA,3.77522,0,0.01022137,NA,0.008342659,"DB",0.01022137
"SP3","A","Dysoxylum_arborescens","KAK","KAK_Dysoxylum_arborescens_4CN1_Blue","KAK_Dysoxylum_arborescens_4CN1","KAK_Dysoxylum_arborescens_4CN1_A","KAK_Dysoxylum_arborescens_4CN1_Blue_A",1241.27896,NA,67.23726,NA,0.054167727,0,NA,NA,"AC",0.054167727
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_3CN1_White","LAK_Tilia_cordata_3CN1","LAK_Tilia_cordata_3CN1_D","LAK_Tilia_cordata_3CN1_White_D",NA,415.0708,NA,11.17099,0,0.026913457,NA,0.026730457,"DB",0.026913457
"SP3","A","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _4CN1_Blue","DRO_Cryptocarya sp. _4CN1","DRO_Cryptocarya sp. _4CN1_A","DRO_Cryptocarya sp. _4CN1_Blue_A",950.39861,NA,51.51875,NA,0.054207518,0,NA,NA,"AC",0.054207518
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_4CN1_Blue","LAK_Tilia_cordata_4CN1","LAK_Tilia_cordata_4CN1_B","LAK_Tilia_cordata_4CN1_Blue_B",NA,357.49432,NA,2.12815,0,0.005952962,NA,0.005952962,"DB",0.005952962
"SP2","C","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_4CN1_White","DRO_Cleistanthus _myrianthus_4CN1","DRO_Cleistanthus _myrianthus_4CN1_C","DRO_Cleistanthus _myrianthus_4CN1_White_C",862.48717,NA,46.91714,NA,0.054397493,0,NA,NA,"AC",0.054397493
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_4CN1_Blue","LAK_Tilia_cordata_4CN1","LAK_Tilia_cordata_4CN1_D","LAK_Tilia_cordata_4CN1_Blue_D",NA,633.7301,NA,56.02692,0,0.088408173,NA,0.087967173,"DB",0.088408173
"SP1","C","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._3CN1_Red","DRO_Dysoxylum_sp._3CN1","DRO_Dysoxylum_sp._3CN1_C","DRO_Dysoxylum_sp._3CN1_Red_C",803.75886,NA,43.74879,NA,0.054430243,0,NA,NA,"AC",0.054430243
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_4CN1_Red","LAK_Tilia_cordata_4CN1","LAK_Tilia_cordata_4CN1_B","LAK_Tilia_cordata_4CN1_Red_B",NA,384.68425,NA,3.55982,0,0.009253875,NA,0.007915026,"DB",0.009253875
"SP1","C","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._5CN1_Red","DRO_Dysoxylum_sp._5CN1","DRO_Dysoxylum_sp._5CN1_C","DRO_Dysoxylum_sp._5CN1_Red_C",842.35403,NA,45.91154,NA,0.054503853,0,NA,NA,"AC",0.054503853
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_4CN1_Red","LAK_Tilia_cordata_4CN1","LAK_Tilia_cordata_4CN1_D","LAK_Tilia_cordata_4CN1_Red_D",NA,248.3913,NA,12.32781,0,0.049630603,NA,0.048076825,"DB",0.049630603
"SP7","A","Endiandra_leptodendron","DRO","DRO_Endiandra_leptodendron_5CN1_Blue","DRO_Endiandra_leptodendron_5CN1","DRO_Endiandra_leptodendron_5CN1_A","DRO_Endiandra_leptodendron_5CN1_Blue_A",557.8462,NA,30.40942,NA,0.054512194,0,NA,NA,"AC",0.054512194
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_4CN1_White","LAK_Tilia_cordata_4CN1","LAK_Tilia_cordata_4CN1_B","LAK_Tilia_cordata_4CN1_White_B",NA,345.46225,NA,3.99983,0,0.011578197,NA,0.011578197,"DB",0.011578197
"SP3","A","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _3CN1_White","DRO_Cryptocarya sp. _3CN1","DRO_Cryptocarya sp. _3CN1_A","DRO_Cryptocarya sp. _3CN1_White_A",635.25024,NA,34.72615,NA,0.054665308,0,NA,NA,"AC",0.054665308
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_4CN1_White","LAK_Tilia_cordata_4CN1","LAK_Tilia_cordata_4CN1_D","LAK_Tilia_cordata_4CN1_White_D",NA,413.3816,NA,0,0,0,NA,0,"DB",NA
"SP3","A","Dysoxylum_arborescens","KAK","KAK_Dysoxylum_arborescens_5CN1_White","KAK_Dysoxylum_arborescens_5CN1","KAK_Dysoxylum_arborescens_5CN1_A","KAK_Dysoxylum_arborescens_5CN1_White_A",824.63661,NA,45.08964,NA,0.054678193,0,NA,NA,"AC",0.054678193
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_5CN1_Blue","LAK_Tilia_cordata_5CN1","LAK_Tilia_cordata_5CN1_B","LAK_Tilia_cordata_5CN1_Blue_B",NA,375.81641,NA,8.00821,0,0.021308835,NA,0.019263682,"DB",0.021308835
"SP1","C","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._4CN1_Red","DRO_Dysoxylum_sp._4CN1","DRO_Dysoxylum_sp._4CN1_C","DRO_Dysoxylum_sp._4CN1_Red_C",238.32188,NA,13.06513,NA,0.054821362,0,NA,NA,"AC",0.054821362
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_5CN1_Blue","LAK_Tilia_cordata_5CN1","LAK_Tilia_cordata_5CN1_D","LAK_Tilia_cordata_5CN1_Blue_D",NA,412.0982,NA,4.06845,0,0.009872526,NA,0.007530029,"DB",0.009872526
"SP3","A","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _3CN1_Blue","DRO_Cryptocarya sp. _3CN1","DRO_Cryptocarya sp. _3CN1_A","DRO_Cryptocarya sp. _3CN1_Blue_A",483.86667,NA,26.5403,NA,0.054850441,0,NA,NA,"AC",0.054850441
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_5CN1_Red","LAK_Tilia_cordata_5CN1","LAK_Tilia_cordata_5CN1_B","LAK_Tilia_cordata_5CN1_Red_B",NA,371.44801,NA,3.49738,0,0.00941553,NA,0.00941553,"DB",0.00941553
"SP6","A","Celtis_latifolia","KAK","KAK_Celtis_latifolia_3CN1_Blue","KAK_Celtis_latifolia_3CN1","KAK_Celtis_latifolia_3CN1_A","KAK_Celtis_latifolia_3CN1_Blue_A",915.70772,NA,50.29546,NA,0.054925233,0,NA,NA,"AC",0.054925233
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_5CN1_Red","LAK_Tilia_cordata_5CN1","LAK_Tilia_cordata_5CN1_D","LAK_Tilia_cordata_5CN1_Red_D",NA,325.5774,NA,25.25919,0,0.07758275,NA,0.07725275,"DB",0.07758275
"SP2","A","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_2CN1_Red","DRO_Cleistanthus _myrianthus_2CN1","DRO_Cleistanthus _myrianthus_2CN1_A","DRO_Cleistanthus _myrianthus_2CN1_Red_A",766.35992,NA,42.13167,NA,0.054976348,0,NA,NA,"AC",0.054976348
"SP1","B","Tilia_cordata","LAK","LAK_Tilia_cordata_5CN1_White","LAK_Tilia_cordata_5CN1","LAK_Tilia_cordata_5CN1_B","LAK_Tilia_cordata_5CN1_White_B",NA,388.39737,NA,6.3383,0,0.016319112,NA,0.016319112,"DB",0.016319112
"SP6","C","Celtis_latifolia","KAK","KAK_Celtis_latifolia_5CN1_Blue","KAK_Celtis_latifolia_5CN1","KAK_Celtis_latifolia_5CN1_C","KAK_Celtis_latifolia_5CN1_Blue_C",1130.50604,NA,62.26052,NA,0.055073142,0,NA,NA,"AC",0.055073142
"SP1","D","Tilia_cordata","LAK","LAK_Tilia_cordata_5CN1_White","LAK_Tilia_cordata_5CN1","LAK_Tilia_cordata_5CN1_D","LAK_Tilia_cordata_5CN1_White_D",NA,398.2217,NA,12.59039,0,0.031616534,NA,0.031248534,"DB",0.031616534
"SP6","A","Celtis_latifolia","KAK","KAK_Celtis_latifolia_1CN1_Blue","KAK_Celtis_latifolia_1CN1","KAK_Celtis_latifolia_1CN1_A","KAK_Celtis_latifolia_1CN1_Blue_A",313.08805,NA,17.25614,NA,0.055115933,0,NA,NA,"AC",0.055115933
"SP7","B","Ulmus_glabra","LAK","LAK_Ulmus_glabra_1CN1_Blue","LAK_Ulmus_glabra_1CN1","LAK_Ulmus_glabra_1CN1_B","LAK_Ulmus_glabra_1CN1_Blue_B",NA,217.39263,NA,9.38319,0,0.043162411,NA,0.041701307,"DB",0.043162411
