"Species","SpeciesAnal","Site","TwigCodeNoPatrol","BranchCodeNoPatrol","Patrol","TwigCodeUnique","SaplingCodeUnique","TwigArea_sum_BD","TwigArea_sum_AC","TwigHerbivory_sum_BD","TwigHerbivory_sum_AC","TwigHerbProp_BD","TwigHerbProp_AC","StartEndDiff_BD","StartEndDiff_AC","PatrolGroup","TwigHerbProp_combined"
"SP1","Cryptocarya_sp. ","DRO","DRO_Cryptocarya_sp. _5CN2_Blue","DRO_Cryptocarya_sp. _5CN2","C","DRO_Cryptocarya_sp. _5CN2_Blue_C","DRO_Cryptocarya_sp. _5CN2_C",NA,976.54321,NA,72.02138,0,0.07375135,NA,NA,"AC",0.07375135
"SP1","Cryptocarya_sp. ","DRO","DRO_Cryptocarya_sp. _1CN2_Red","DRO_Cryptocarya_sp. _1CN2","C","DRO_Cryptocarya_sp. _1CN2_Red_C","DRO_Cryptocarya_sp. _1CN2_C",NA,570.04413,NA,32.4082,0,0.05685209,NA,NA,"AC",0.05685209
"SP1","Cryptocarya_sp. ","DRO","DRO_Cryptocarya_sp. _2CN2_Red","DRO_Cryptocarya_sp. _2CN2","C","DRO_Cryptocarya_sp. _2CN2_Red_C","DRO_Cryptocarya_sp. _2CN2_C",NA,814.22645,NA,52.37068,0,0.064319551,NA,NA,"AC",0.064319551
"SP1","Cryptocarya_sp. ","DRO","DRO_Cryptocarya_sp. _3CN2_Red","DRO_Cryptocarya_sp. _3CN2","C","DRO_Cryptocarya_sp. _3CN2_Red_C","DRO_Cryptocarya_sp. _3CN2_C",NA,377.08078,NA,24.97625,0,0.066235808,NA,NA,"AC",0.066235808
"SP1","Cryptocarya_sp. ","DRO","DRO_Cryptocarya_sp. _4CN2_Red","DRO_Cryptocarya_sp. _4CN2","C","DRO_Cryptocarya_sp. _4CN2_Red_C","DRO_Cryptocarya_sp. _4CN2_C",NA,837.42407,NA,54.20057,0,0.064722966,NA,NA,"AC",0.064722966
"SP1","Cryptocarya_sp. ","DRO","DRO_Cryptocarya_sp. _5CN2_Red","DRO_Cryptocarya_sp. _5CN2","C","DRO_Cryptocarya_sp. _5CN2_Red_C","DRO_Cryptocarya_sp. _5CN2_C",NA,831.08822,NA,56.25672,0,0.067690431,NA,NA,"AC",0.067690431
"SP1","Cryptocarya_sp. ","DRO","DRO_Cryptocarya_sp. _1CN2_White","DRO_Cryptocarya_sp. _1CN2","C","DRO_Cryptocarya_sp. _1CN2_White_C","DRO_Cryptocarya_sp. _1CN2_C",NA,623.52583,NA,34.42857,0,0.055215948,NA,NA,"AC",0.055215948
"SP1","Cryptocarya_sp. ","DRO","DRO_Cryptocarya_sp. _2CN2_White","DRO_Cryptocarya_sp. _2CN2","C","DRO_Cryptocarya_sp. _2CN2_White_C","DRO_Cryptocarya_sp. _2CN2_C",NA,674.27983,NA,41.06178,0,0.060897239,NA,NA,"AC",0.060897239
"SP1","Cryptocarya_sp. ","DRO","DRO_Cryptocarya_sp. _3CN2_White","DRO_Cryptocarya_sp. _3CN2","C","DRO_Cryptocarya_sp. _3CN2_White_C","DRO_Cryptocarya_sp. _3CN2_C",NA,406.84725,NA,33.24931,0,0.081724308,NA,NA,"AC",0.081724308
"SP1","Cryptocarya_sp. ","DRO","DRO_Cryptocarya_sp. _4CN2_White","DRO_Cryptocarya_sp. _4CN2","C","DRO_Cryptocarya_sp. _4CN2_White_C","DRO_Cryptocarya_sp. _4CN2_C",NA,718.73528,NA,46.2756,0,0.064384762,NA,NA,"AC",0.064384762
"SP1","Cryptocarya_sp. ","DRO","DRO_Cryptocarya_sp. _5CN2_White","DRO_Cryptocarya_sp. _5CN2","C","DRO_Cryptocarya_sp. _5CN2_White_C","DRO_Cryptocarya_sp. _5CN2_C",NA,894.3872,NA,60.39784,0,0.067529857,NA,NA,"AC",0.067529857
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_1CN2_Blue","EUC_Acacia_parramattensis_1CN2","C","EUC_Acacia_parramattensis_1CN2_Blue_C","EUC_Acacia_parramattensis_1CN2_C",NA,177.86384,NA,6.00528,0,0.033763355,NA,NA,"AC",0.033763355
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_3CN2_Blue","EUC_Acacia_parramattensis_3CN2","C","EUC_Acacia_parramattensis_3CN2_Blue_C","EUC_Acacia_parramattensis_3CN2_C",NA,123.00166,NA,2.92793,0,0.023803988,NA,NA,"AC",0.023803988
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_Blue","EUC_Acacia_parramattensis_4CN2","C","EUC_Acacia_parramattensis_4CN2_Blue_C","EUC_Acacia_parramattensis_4CN2_C",NA,55.99735,NA,1.60934,0,0.028739574,NA,NA,"AC",0.028739574
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_5CN2_Blue","EUC_Acacia_parramattensis_5CN2","C","EUC_Acacia_parramattensis_5CN2_Blue_C","EUC_Acacia_parramattensis_5CN2_C",NA,117.32506,NA,3.28416,0,0.027991974,NA,NA,"AC",0.027991974
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_1CN2_Red","EUC_Acacia_parramattensis_1CN2","C","EUC_Acacia_parramattensis_1CN2_Red_C","EUC_Acacia_parramattensis_1CN2_C",NA,62.39472,NA,1.24718,0,0.01998855,NA,NA,"AC",0.01998855
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_2CN2_Red","EUC_Acacia_parramattensis_2CN2","C","EUC_Acacia_parramattensis_2CN2_Red_C","EUC_Acacia_parramattensis_2CN2_C",NA,219.62551,NA,3.14831,0,0.014334901,NA,NA,"AC",0.014334901
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_3CN2_Red","EUC_Acacia_parramattensis_3CN2","C","EUC_Acacia_parramattensis_3CN2_Red_C","EUC_Acacia_parramattensis_3CN2_C",NA,119.08587,NA,2.90801,0,0.024419438,NA,NA,"AC",0.024419438
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_5CN2_Red","EUC_Acacia_parramattensis_5CN2","C","EUC_Acacia_parramattensis_5CN2_Red_C","EUC_Acacia_parramattensis_5CN2_C",NA,241.82215,NA,4.84892,0,0.020051596,NA,NA,"AC",0.020051596
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_1CN2_White","EUC_Acacia_parramattensis_1CN2","C","EUC_Acacia_parramattensis_1CN2_White_C","EUC_Acacia_parramattensis_1CN2_C",NA,214.95845,NA,4.62439,0,0.021512948,NA,NA,"AC",0.021512948
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_2CN2_White","EUC_Acacia_parramattensis_2CN2","C","EUC_Acacia_parramattensis_2CN2_White_C","EUC_Acacia_parramattensis_2CN2_C",NA,169.62262,NA,3.63534,0,0.021431929,NA,NA,"AC",0.021431929
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_3CN2_White","EUC_Acacia_parramattensis_3CN2","C","EUC_Acacia_parramattensis_3CN2_White_C","EUC_Acacia_parramattensis_3CN2_C",NA,205.8645,NA,2.93077,0,0.014236403,NA,NA,"AC",0.014236403
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_White","EUC_Acacia_parramattensis_4CN2","C","EUC_Acacia_parramattensis_4CN2_White_C","EUC_Acacia_parramattensis_4CN2_C",NA,171.06151,NA,2.67537,0,0.015639813,NA,NA,"AC",0.015639813
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_5CN2_White","EUC_Acacia_parramattensis_5CN2","C","EUC_Acacia_parramattensis_5CN2_White_C","EUC_Acacia_parramattensis_5CN2_C",NA,117.46195,NA,1.95197,0,0.016617892,NA,NA,"AC",0.016617892
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_1CN2_Blue","EUC_Acacia_parramattensis_1CN2","C","EUC_Acacia_parramattensis_1CN2_Blue_C","EUC_Acacia_parramattensis_1CN2_C",NA,81.05682,NA,1.5519,0,0.019145829,NA,NA,"AC",0.019145829
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_2CN2_Blue","EUC_Acacia_parramattensis_2CN2","C","EUC_Acacia_parramattensis_2CN2_Blue_C","EUC_Acacia_parramattensis_2CN2_C",NA,94.04362,NA,1.59032,0,0.016910451,NA,NA,"AC",0.016910451
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_3CN2_Blue","EUC_Acacia_parramattensis_3CN2","C","EUC_Acacia_parramattensis_3CN2_Blue_C","EUC_Acacia_parramattensis_3CN2_C",NA,152.8963,NA,1.45219,0,0.009497875,NA,NA,"AC",0.009497875
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_Blue","EUC_Acacia_parramattensis_4CN2","C","EUC_Acacia_parramattensis_4CN2_Blue_C","EUC_Acacia_parramattensis_4CN2_C",NA,210.51337,NA,5.57843,0,0.026499172,NA,NA,"AC",0.026499172
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_5CN2_Blue","EUC_Acacia_parramattensis_5CN2","C","EUC_Acacia_parramattensis_5CN2_Blue_C","EUC_Acacia_parramattensis_5CN2_C",NA,329.97924,NA,9.4773,0,0.028720898,NA,NA,"AC",0.028720898
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_1CN2_Red","EUC_Acacia_parramattensis_1CN2","C","EUC_Acacia_parramattensis_1CN2_Red_C","EUC_Acacia_parramattensis_1CN2_C",NA,81.56535,NA,0.73455,0,0.009005662,NA,NA,"AC",0.009005662
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_2CN2_Red","EUC_Acacia_parramattensis_2CN2","C","EUC_Acacia_parramattensis_2CN2_Red_C","EUC_Acacia_parramattensis_2CN2_C",NA,67.85947,NA,1.14176,0,0.01682536,NA,NA,"AC",0.01682536
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_3CN2_Red","EUC_Acacia_parramattensis_3CN2","C","EUC_Acacia_parramattensis_3CN2_Red_C","EUC_Acacia_parramattensis_3CN2_C",NA,131.21883,NA,3.23841,0,0.024679461,NA,NA,"AC",0.024679461
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_Red","EUC_Acacia_parramattensis_4CN2","C","EUC_Acacia_parramattensis_4CN2_Red_C","EUC_Acacia_parramattensis_4CN2_C",NA,156.89867,NA,2.0296,0,0.012935737,NA,NA,"AC",0.012935737
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_5CN2_Red","EUC_Acacia_parramattensis_5CN2","C","EUC_Acacia_parramattensis_5CN2_Red_C","EUC_Acacia_parramattensis_5CN2_C",NA,274.95636,NA,5.14719,0,0.018720025,NA,NA,"AC",0.018720025
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_1CN2_White","EUC_Acacia_parramattensis_1CN2","C","EUC_Acacia_parramattensis_1CN2_White_C","EUC_Acacia_parramattensis_1CN2_C",NA,152.39209,NA,3.41615,0,0.022416846,NA,NA,"AC",0.022416846
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_2CN2_White","EUC_Acacia_parramattensis_2CN2","C","EUC_Acacia_parramattensis_2CN2_White_C","EUC_Acacia_parramattensis_2CN2_C",NA,64.15065,NA,1.15438,0,0.017994829,NA,NA,"AC",0.017994829
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_White","EUC_Acacia_parramattensis_4CN2","C","EUC_Acacia_parramattensis_4CN2_White_C","EUC_Acacia_parramattensis_4CN2_C",NA,156.82877,NA,3.14895,0,0.020078905,NA,NA,"AC",0.020078905
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_1CN2_Blue","EUC_Breynia_oblingifolia_1CN2","C","EUC_Breynia_oblingifolia_1CN2_Blue_C","EUC_Breynia_oblingifolia_1CN2_C",NA,142.37966,NA,2.61583,0,0.018372217,NA,NA,"AC",0.018372217
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_2CN2_Blue","EUC_Breynia_oblingifolia_2CN2","C","EUC_Breynia_oblingifolia_2CN2_Blue_C","EUC_Breynia_oblingifolia_2CN2_C",NA,104.68099,NA,1.8108,0,0.01729827,NA,NA,"AC",0.01729827
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_3CN2_Blue","EUC_Breynia_oblingifolia_3CN2","C","EUC_Breynia_oblingifolia_3CN2_Blue_C","EUC_Breynia_oblingifolia_3CN2_C",NA,194.28085,NA,2.82802,0,0.01455635,NA,NA,"AC",0.01455635
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_4CN2_Blue","EUC_Breynia_oblingifolia_4CN2","C","EUC_Breynia_oblingifolia_4CN2_Blue_C","EUC_Breynia_oblingifolia_4CN2_C",NA,107.50688,NA,1.9723,0,0.018345803,NA,NA,"AC",0.018345803
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_5CN2_Blue","EUC_Breynia_oblingifolia_5CN2","C","EUC_Breynia_oblingifolia_5CN2_Blue_C","EUC_Breynia_oblingifolia_5CN2_C",NA,140.36861,NA,2.36015,0,0.016813944,NA,NA,"AC",0.016813944
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_1CN2_Red","EUC_Breynia_oblingifolia_1CN2","C","EUC_Breynia_oblingifolia_1CN2_Red_C","EUC_Breynia_oblingifolia_1CN2_C",NA,85.22105,NA,1.51187,0,0.01774057,NA,NA,"AC",0.01774057
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_2CN2_Red","EUC_Breynia_oblingifolia_2CN2","C","EUC_Breynia_oblingifolia_2CN2_Red_C","EUC_Breynia_oblingifolia_2CN2_C",NA,65.89796,NA,1.03535,0,0.015711412,NA,NA,"AC",0.015711412
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_3CN2_Red","EUC_Breynia_oblingifolia_3CN2","C","EUC_Breynia_oblingifolia_3CN2_Red_C","EUC_Breynia_oblingifolia_3CN2_C",NA,140.16409,NA,2.03325,0,0.014506212,NA,NA,"AC",0.014506212
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_4CN2_Red","EUC_Breynia_oblingifolia_4CN2","C","EUC_Breynia_oblingifolia_4CN2_Red_C","EUC_Breynia_oblingifolia_4CN2_C",NA,98.68362,NA,1.04696,0,0.010609258,NA,NA,"AC",0.010609258
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_5CN2_Red","EUC_Breynia_oblingifolia_5CN2","C","EUC_Breynia_oblingifolia_5CN2_Red_C","EUC_Breynia_oblingifolia_5CN2_C",NA,97.1252,NA,1.50373,0,0.015482388,NA,NA,"AC",0.015482388
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_1CN2_White","EUC_Breynia_oblingifolia_1CN2","C","EUC_Breynia_oblingifolia_1CN2_White_C","EUC_Breynia_oblingifolia_1CN2_C",NA,114.95998,NA,1.9049,0,0.016570114,NA,NA,"AC",0.016570114
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_2CN2_White","EUC_Breynia_oblingifolia_2CN2","C","EUC_Breynia_oblingifolia_2CN2_White_C","EUC_Breynia_oblingifolia_2CN2_C",NA,62.28876,NA,1.09705,0,0.017612327,NA,NA,"AC",0.017612327
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_3CN2_White","EUC_Breynia_oblingifolia_3CN2","C","EUC_Breynia_oblingifolia_3CN2_White_C","EUC_Breynia_oblingifolia_3CN2_C",NA,190.25297,NA,3.0788,0,0.016182665,NA,NA,"AC",0.016182665
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_4CN2_White","EUC_Breynia_oblingifolia_4CN2","C","EUC_Breynia_oblingifolia_4CN2_White_C","EUC_Breynia_oblingifolia_4CN2_C",NA,117.73741,NA,1.08313,0,0.00919954,NA,NA,"AC",0.00919954
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_5CN2_White","EUC_Breynia_oblingifolia_5CN2","C","EUC_Breynia_oblingifolia_5CN2_White_C","EUC_Breynia_oblingifolia_5CN2_C",NA,113.30237,NA,1.79303,0,0.015825176,NA,NA,"AC",0.015825176
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_1CN2_Blue","EUC_Bursaria_spinosa_1CN2","C","EUC_Bursaria_spinosa_1CN2_Blue_C","EUC_Bursaria_spinosa_1CN2_C",NA,1.58662,NA,0.03627,0,0.022859916,NA,NA,"AC",0.022859916
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_2CN2_Blue","EUC_Bursaria_spinosa_2CN2","C","EUC_Bursaria_spinosa_2CN2_Blue_C","EUC_Bursaria_spinosa_2CN2_C",NA,2.51994,NA,0.04458,0,0.017690897,NA,NA,"AC",0.017690897
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_3CN2_Blue","EUC_Bursaria_spinosa_3CN2","C","EUC_Bursaria_spinosa_3CN2_Blue_C","EUC_Bursaria_spinosa_3CN2_C",NA,2.92816,NA,0.04222,0,0.014418611,NA,NA,"AC",0.014418611
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_4CN2_Blue","EUC_Bursaria_spinosa_4CN2","C","EUC_Bursaria_spinosa_4CN2_Blue_C","EUC_Bursaria_spinosa_4CN2_C",NA,1.81303,NA,0.03737,0,0.020611904,NA,NA,"AC",0.020611904
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_5CN2_Blue","EUC_Bursaria_spinosa_5CN2","C","EUC_Bursaria_spinosa_5CN2_Blue_C","EUC_Bursaria_spinosa_5CN2_C",NA,4.40041,NA,0.0735,0,0.016702989,NA,NA,"AC",0.016702989
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_1CN2_Red","EUC_Bursaria_spinosa_1CN2","C","EUC_Bursaria_spinosa_1CN2_Red_C","EUC_Bursaria_spinosa_1CN2_C",NA,3.77901,NA,0.08387,0,0.022193643,NA,NA,"AC",0.022193643
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_3CN2_Red","EUC_Bursaria_spinosa_3CN2","C","EUC_Bursaria_spinosa_3CN2_Red_C","EUC_Bursaria_spinosa_3CN2_C",NA,1.85519,NA,0.02275,0,0.012262895,NA,NA,"AC",0.012262895
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_4CN2_Red","EUC_Bursaria_spinosa_4CN2","C","EUC_Bursaria_spinosa_4CN2_Red_C","EUC_Bursaria_spinosa_4CN2_C",NA,2.9303,NA,0.06245,0,0.021311811,NA,NA,"AC",0.021311811
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_5CN2_Red","EUC_Bursaria_spinosa_5CN2","C","EUC_Bursaria_spinosa_5CN2_Red_C","EUC_Bursaria_spinosa_5CN2_C",NA,6.29267,NA,0.08232,0,0.013081887,NA,NA,"AC",0.013081887
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_1CN2_White","EUC_Bursaria_spinosa_1CN2","C","EUC_Bursaria_spinosa_1CN2_White_C","EUC_Bursaria_spinosa_1CN2_C",NA,4.15709,NA,0.07618,0,0.018325319,NA,NA,"AC",0.018325319
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_3CN2_White","EUC_Bursaria_spinosa_3CN2","C","EUC_Bursaria_spinosa_3CN2_White_C","EUC_Bursaria_spinosa_3CN2_C",NA,2.36367,NA,0.04324,0,0.018293586,NA,NA,"AC",0.018293586
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_4CN2_White","EUC_Bursaria_spinosa_4CN2","C","EUC_Bursaria_spinosa_4CN2_White_C","EUC_Bursaria_spinosa_4CN2_C",NA,3.10954,NA,0.05717,0,0.018385356,NA,NA,"AC",0.018385356
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_5CN2_White","EUC_Bursaria_spinosa_5CN2","C","EUC_Bursaria_spinosa_5CN2_White_C","EUC_Bursaria_spinosa_5CN2_C",NA,3.50131,NA,0.06501,0,0.018567336,NA,NA,"AC",0.018567336
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_1CN2_Blue","EUC_Eucalyptus_pruinosa_1CN2","C","EUC_Eucalyptus_pruinosa_1CN2_Blue_C","EUC_Eucalyptus_pruinosa_1CN2_C",NA,451.85044,NA,11.55124,0,0.0255643,NA,NA,"AC",0.0255643
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_2CN2_Blue","EUC_Eucalyptus_pruinosa_2CN2","C","EUC_Eucalyptus_pruinosa_2CN2_Blue_C","EUC_Eucalyptus_pruinosa_2CN2_C",NA,212.92287,NA,1.93723,0,0.009098271,NA,NA,"AC",0.009098271
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_3CN2_Blue","EUC_Eucalyptus_pruinosa_3CN2","C","EUC_Eucalyptus_pruinosa_3CN2_Blue_C","EUC_Eucalyptus_pruinosa_3CN2_C",NA,155.64216,NA,1.35504,0,0.008706124,NA,NA,"AC",0.008706124
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_4CN2_Blue","EUC_Eucalyptus_pruinosa_4CN2","C","EUC_Eucalyptus_pruinosa_4CN2_Blue_C","EUC_Eucalyptus_pruinosa_4CN2_C",NA,126.85895,NA,3.09808,0,0.024421454,NA,NA,"AC",0.024421454
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_5CN2_Blue","EUC_Eucalyptus_pruinosa_5CN2","C","EUC_Eucalyptus_pruinosa_5CN2_Blue_C","EUC_Eucalyptus_pruinosa_5CN2_C",NA,342.23462,NA,5.13405,0,0.015001551,NA,NA,"AC",0.015001551
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_1CN2_Red","EUC_Eucalyptus_pruinosa_1CN2","C","EUC_Eucalyptus_pruinosa_1CN2_Red_C","EUC_Eucalyptus_pruinosa_1CN2_C",NA,379.40751,NA,10.38168,0,0.027362874,NA,NA,"AC",0.027362874
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_2CN2_Red","EUC_Eucalyptus_pruinosa_2CN2","C","EUC_Eucalyptus_pruinosa_2CN2_Red_C","EUC_Eucalyptus_pruinosa_2CN2_C",NA,238.24401,NA,4.52839,0,0.019007361,NA,NA,"AC",0.019007361
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_3CN2_Red","EUC_Eucalyptus_pruinosa_3CN2","C","EUC_Eucalyptus_pruinosa_3CN2_Red_C","EUC_Eucalyptus_pruinosa_3CN2_C",NA,205.426,NA,4.07451,0,0.019834442,NA,NA,"AC",0.019834442
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_4CN2_Red","EUC_Eucalyptus_pruinosa_4CN2","C","EUC_Eucalyptus_pruinosa_4CN2_Red_C","EUC_Eucalyptus_pruinosa_4CN2_C",NA,383.46152,NA,6.93412,0,0.018082962,NA,NA,"AC",0.018082962
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_5CN2_Red","EUC_Eucalyptus_pruinosa_5CN2","C","EUC_Eucalyptus_pruinosa_5CN2_Red_C","EUC_Eucalyptus_pruinosa_5CN2_C",NA,373.33721,NA,6.71478,0,0.017985831,NA,NA,"AC",0.017985831
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_1CN2_White","EUC_Eucalyptus_pruinosa_1CN2","C","EUC_Eucalyptus_pruinosa_1CN2_White_C","EUC_Eucalyptus_pruinosa_1CN2_C",NA,490.72703,NA,13.82866,0,0.028179944,NA,NA,"AC",0.028179944
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_2CN2_White","EUC_Eucalyptus_pruinosa_2CN2","C","EUC_Eucalyptus_pruinosa_2CN2_White_C","EUC_Eucalyptus_pruinosa_2CN2_C",NA,241.56906,NA,3.77434,0,0.015624269,NA,NA,"AC",0.015624269
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_3CN2_White","EUC_Eucalyptus_pruinosa_3CN2","C","EUC_Eucalyptus_pruinosa_3CN2_White_C","EUC_Eucalyptus_pruinosa_3CN2_C",NA,179.9564,NA,3.2805,0,0.018229416,NA,NA,"AC",0.018229416
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_4CN2_White","EUC_Eucalyptus_pruinosa_4CN2","C","EUC_Eucalyptus_pruinosa_4CN2_White_C","EUC_Eucalyptus_pruinosa_4CN2_C",NA,582.28116,NA,11.31833,0,0.019437912,NA,NA,"AC",0.019437912
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_5CN2_White","EUC_Eucalyptus_pruinosa_5CN2","C","EUC_Eucalyptus_pruinosa_5CN2_White_C","EUC_Eucalyptus_pruinosa_5CN2_C",NA,377.43233,NA,5.89473,0,0.015617978,NA,NA,"AC",0.015617978
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_1CN2_Blue","EUC_Eucalyptus_tereticornis_1CN2","C","EUC_Eucalyptus_tereticornis_1CN2_Blue_C","EUC_Eucalyptus_tereticornis_1CN2_C",NA,633.95678,NA,9.16821,0,0.014461885,NA,NA,"AC",0.014461885
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_Blue","EUC_Eucalyptus_tereticornis_2CN2","C","EUC_Eucalyptus_tereticornis_2CN2_Blue_C","EUC_Eucalyptus_tereticornis_2CN2_C",NA,676.83073,NA,11.81889,0,0.017462106,NA,NA,"AC",0.017462106
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_3CN2_Blue","EUC_Eucalyptus_tereticornis_3CN2","C","EUC_Eucalyptus_tereticornis_3CN2_Blue_C","EUC_Eucalyptus_tereticornis_3CN2_C",NA,291.38278,NA,3.43891,0,0.011802036,NA,NA,"AC",0.011802036
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_4CN2_Blue","EUC_Eucalyptus_tereticornis_4CN2","C","EUC_Eucalyptus_tereticornis_4CN2_Blue_C","EUC_Eucalyptus_tereticornis_4CN2_C",NA,871.90971,NA,15.00751,0,0.017212229,NA,NA,"AC",0.017212229
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_5CN2_Blue","EUC_Eucalyptus_tereticornis_5CN2","C","EUC_Eucalyptus_tereticornis_5CN2_Blue_C","EUC_Eucalyptus_tereticornis_5CN2_C",NA,489.71279,NA,9.15532,0,0.018695285,NA,NA,"AC",0.018695285
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_1CN2_Red","EUC_Eucalyptus_tereticornis_1CN2","C","EUC_Eucalyptus_tereticornis_1CN2_Red_C","EUC_Eucalyptus_tereticornis_1CN2_C",NA,564.67456,NA,12.49956,0,0.022135865,NA,NA,"AC",0.022135865
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_Red","EUC_Eucalyptus_tereticornis_2CN2","C","EUC_Eucalyptus_tereticornis_2CN2_Red_C","EUC_Eucalyptus_tereticornis_2CN2_C",NA,533.06833,NA,10.11438,0,0.01897389,NA,NA,"AC",0.01897389
